customer_id,restaurant_id,assigned_driver_id,order_time,batch_id,delivery_distance_km,delivery_time_minutes
2463,5,46,2024-03-13 00:13:00,20630,4.92,35
2100,2,36,2024-03-13 00:13:00,20630,5.11,61
876,3,5,2024-03-13 03:24:00,20668,13.43,85
2348,0,42,2024-03-13 04:06:00,20676,4.96,35
641,2,44,2024-03-13 04:41:00,20683,2.21,19
121,5,26,2024-03-13 09:58:00,20747,4.94,51
1118,1,7,2024-03-13 13:24:00,20788,2.14,77
368,0,29,2024-03-13 17:57:00,20842,5.21,27
2274,1,2,2024-03-13 19:12:00,20857,13.84,46
2493,4,46,2024-03-13 22:37:00,20898,1.95,60
1549,5,48,2024-03-13 23:08:00,20905,5.95,77
2221,3,37,2024-03-14 02:04:00,20940,13.4,67
2010,0,39,2024-03-14 03:23:00,20956,7.78,65
1683,5,48,2024-03-14 05:03:00,20976,12.34,42
2263,1,39,2024-03-14 06:10:00,20989,13.64,35
1431,1,18,2024-03-14 11:43:00,21056,2.57,68
2296,4,10,2024-03-14 12:08:00,21061,1.99,86
849,1,20,2024-03-14 12:41:00,21067,9.64,59
1049,1,12,2024-03-14 15:13:00,21098,5.37,82
251,3,37,2024-03-14 21:53:00,21178,9.28,38
357,1,36,2024-03-14 23:57:00,21202,1.96,49
858,2,47,2024-03-15 00:38:00,21211,13.53,16
757,2,32,2024-03-15 03:32:00,21245,13.95,42
2248,1,11,2024-03-15 04:02:00,21251,6.27,30
990,2,4,2024-03-15 06:01:00,21275,4.09,32
1660,5,34,2024-03-15 09:31:00,21317,7.11,41
1439,2,30,2024-03-15 10:48:00,21333,11.2,71
837,3,43,2024-03-15 11:40:00,21343,7.3,36
1805,5,46,2024-03-15 15:17:00,21386,2.94,36
1330,3,21,2024-03-15 18:49:00,21429,1.64,24
924,2,4,2024-03-15 23:10:00,21481,13.93,69
1452,5,47,2024-03-16 00:08:00,21493,1.1,17
6,5,46,2024-03-16 00:56:00,21502,3.56,85
424,4,35,2024-03-16 01:47:00,21512,8.73,64
1165,1,34,2024-03-16 07:21:00,21579,0.6,67
2339,0,29,2024-03-16 08:03:00,21588,1.61,77
1023,4,8,2024-03-16 14:30:00,21665,6.39,65
1323,0,33,2024-03-16 15:48:00,21681,14.11,34
859,0,4,2024-03-16 17:51:00,21705,10.21,19
1111,4,15,2024-03-16 18:24:00,21712,9.82,21
2378,2,3,2024-03-16 21:18:00,21747,10.65,84
362,0,42,2024-03-17 04:39:00,21835,2.09,24
1824,0,38,2024-03-17 10:59:00,21911,11.02,41
798,1,37,2024-03-17 17:23:00,21988,12.87,36
587,3,33,2024-03-17 20:22:00,22023,2.05,25
1139,0,38,2024-03-17 22:53:00,22054,2.52,26
1735,3,2,2024-03-18 00:47:00,22076,10.13,18
1781,2,32,2024-03-18 01:05:00,22080,12.52,72
2025,0,34,2024-03-18 01:25:00,22084,3.39,48
25,0,39,2024-03-18 02:01:00,22091,10.26,17
1948,2,32,2024-03-18 05:13:00,22130,9.5,39
1244,2,44,2024-03-18 07:06:00,22152,4.76,90
91,0,45,2024-03-18 12:42:00,22219,6.95,76
342,2,44,2024-03-18 15:57:00,22258,9.25,82
2438,0,29,2024-03-18 16:01:00,22259,5.04,18
2277,0,1,2024-03-18 16:54:00,22270,14.17,63
1710,5,8,2024-03-18 21:36:00,22326,9.83,81
2549,5,45,2024-03-19 01:07:00,22368,11.79,84
2099,1,4,2024-03-19 05:29:00,22421,10.48,35
2411,3,15,2024-03-19 06:26:00,22432,8.83,51
1426,5,46,2024-03-19 13:51:00,22521,9.26,31
1009,3,43,2024-03-19 23:59:00,22643,2.56,85
136,2,5,2024-03-20 04:29:00,22697,1.05,34
248,1,8,2024-03-20 05:29:00,22709,8.53,85
2200,4,21,2024-03-20 16:41:00,22843,13.89,17
1197,0,20,2024-03-20 18:30:00,22865,14.62,20
2180,3,16,2024-03-20 20:02:00,22883,2.95,85
456,0,6,2024-03-20 21:10:00,22897,5.15,32
1092,5,11,2024-03-20 22:49:00,22917,1.17,30
550,3,10,2024-03-21 02:33:00,22962,6.23,76
663,2,27,2024-03-21 04:47:00,22988,5.23,77
2517,5,45,2024-03-21 05:16:00,22994,3.17,76
667,5,25,2024-03-21 05:41:00,22999,3.71,45
261,5,25,2024-03-21 06:54:00,23014,1.84,67
419,4,32,2024-03-21 07:27:00,23020,14.16,44
2496,3,32,2024-03-21 10:23:00,23056,8.31,25
1675,0,18,2024-03-21 13:43:00,23096,2.58,37
2052,2,45,2024-03-21 15:02:00,23111,7.03,80
1560,2,14,2024-03-21 16:59:00,23135,14.49,78
1603,4,32,2024-03-22 10:31:00,23345,9.82,25
1008,1,46,2024-03-22 10:49:00,23349,7.63,84
1541,5,6,2024-03-22 11:45:00,23360,7.61,63
2167,5,2,2024-03-22 20:11:00,23461,13.04,62
1703,5,46,2024-03-22 20:39:00,23467,7.47,53
1259,4,29,2024-03-22 22:03:00,23484,12.12,53
1788,4,35,2024-03-23 00:37:00,23514,9.42,59
713,1,9,2024-03-23 01:18:00,23523,2.91,41
2166,3,47,2024-03-23 09:09:00,23617,3.57,31
1237,1,31,2024-03-23 10:01:00,23627,11.2,49
1466,1,1,2024-03-23 10:49:00,23637,11.39,21
1361,4,42,2024-03-24 01:00:00,23807,13.68,61
971,0,4,2024-03-24 13:16:00,23954,12.64,15
2510,4,42,2024-03-24 21:42:00,24055,8.28,54
842,3,16,2024-03-24 23:18:00,24075,13.67,29
1475,1,33,2024-03-25 01:15:00,24098,9.1,77
1840,5,42,2024-03-25 02:42:00,24115,14.91,81
894,4,35,2024-03-25 07:29:00,24173,14.77,44
1157,2,30,2024-03-25 07:36:00,24174,3.19,39
27,4,12,2024-03-25 09:13:00,24194,12.48,56
2546,1,40,2024-03-25 12:18:00,24231,13.48,70
1312,2,14,2024-03-25 12:43:00,24236,8.98,17
2128,5,1,2024-03-25 19:41:00,24319,5.82,57
178,4,46,2024-03-25 20:07:00,24324,5.66,23
687,3,40,2024-03-25 20:58:00,24335,14.11,85
246,5,7,2024-03-26 02:30:00,24401,13.33,50
1015,0,17,2024-03-26 05:43:00,24440,6.96,61
231,1,45,2024-03-26 07:50:00,24465,13.93,58
2440,5,7,2024-03-26 09:47:00,24488,8.41,47
2578,4,38,2024-03-26 11:08:00,24505,12.52,69
2585,5,30,2024-03-26 13:52:00,24537,3.26,52
145,2,38,2024-03-26 15:35:00,24558,5.89,84
2008,3,5,2024-03-27 12:27:00,24808,7.86,53
1191,1,16,2024-03-27 17:59:00,24875,7.27,37
790,4,45,2024-03-27 18:56:00,24886,4.11,76
35,0,37,2024-03-28 03:47:00,24992,3.36,27
867,1,6,2024-03-28 03:56:00,24994,11.92,73
2580,2,39,2024-03-28 16:02:00,25139,9.32,90
736,3,23,2024-03-29 05:31:00,25301,14.72,17
809,3,31,2024-03-29 06:43:00,25316,8.89,15
260,4,16,2024-03-29 12:32:00,25385,1.61,48
755,5,13,2024-03-29 12:46:00,25388,10.34,53
984,5,10,2024-03-29 12:54:00,25390,11.28,60
1631,3,33,2024-03-30 00:55:00,25534,14.51,35
2362,3,39,2024-03-30 09:47:00,25640,9.54,66
1184,4,40,2024-03-30 15:05:00,25704,9.62,19
1417,1,11,2024-03-30 19:27:00,25756,8.4,63
1309,4,32,2024-03-31 01:57:00,25834,7.8,34
96,2,21,2024-03-31 03:17:00,25850,4.66,60
2036,5,41,2024-03-31 04:29:00,25865,14.07,15
2250,2,5,2024-03-31 06:02:00,25883,3.29,51
727,1,37,2024-03-31 06:40:00,25891,2.55,52
714,2,31,2024-03-31 06:44:00,25892,4.95,61
38,4,42,2024-03-31 18:26:00,26032,13.24,16
2571,4,14,2024-03-31 19:03:00,26040,4.09,23
2485,4,0,2024-04-01 07:08:00,26185,11.86,70
1415,1,13,2024-04-01 07:26:00,26188,4.22,68
110,4,19,2024-04-01 08:00:00,26195,10.84,16
777,5,8,2024-04-01 11:01:00,26231,4.97,30
1254,1,8,2024-04-01 11:40:00,26239,2.8,20
1665,2,10,2024-04-01 14:26:00,26272,1.1,31
1793,3,40,2024-04-01 15:19:00,26283,6.34,42
503,0,26,2024-04-01 22:30:00,26369,0.71,74
2115,0,45,2024-04-02 02:23:00,26416,13.47,59
2151,0,3,2024-04-02 03:15:00,26426,13.67,56
1353,0,11,2024-04-02 04:22:00,26439,10.14,77
365,3,41,2024-04-02 06:40:00,26467,13.7,30
983,1,44,2024-04-02 09:14:00,26498,7.35,19
1395,4,25,2024-04-02 12:24:00,26536,1.72,81
141,1,11,2024-04-02 20:21:00,26631,11.64,84
486,4,38,2024-04-03 03:03:00,26712,3.48,62
704,2,44,2024-04-03 04:01:00,26723,13.68,76
1516,2,37,2024-04-03 08:50:00,26781,7.16,74
385,0,20,2024-04-03 09:51:00,26793,12.15,43
1558,0,45,2024-04-03 16:43:00,26876,12.44,63
472,4,33,2024-04-03 19:10:00,26905,12.67,58
2106,4,15,2024-04-04 00:17:00,26966,3.55,73
264,5,4,2024-04-04 05:49:00,27033,2.29,27
972,2,28,2024-04-04 06:45:00,27044,7.21,43
1442,1,33,2024-04-04 10:44:00,27092,11.9,23
2054,5,38,2024-04-04 10:57:00,27094,1.09,90
700,1,2,2024-04-04 14:55:00,27142,5.67,74
672,5,14,2024-04-04 16:41:00,27163,13.75,41
245,5,30,2024-04-04 18:27:00,27184,7.14,51
973,1,45,2024-04-04 21:10:00,27217,8.25,83
1349,4,20,2024-04-05 00:29:00,27257,7.56,61
1742,1,17,2024-04-05 03:30:00,27293,8.52,19
2349,4,30,2024-04-05 05:54:00,27322,7.98,62
1540,2,15,2024-04-05 06:27:00,27328,7.48,83
2283,1,30,2024-04-05 15:31:00,27437,5.44,52
285,5,34,2024-04-05 16:55:00,27454,11.29,52
2551,2,28,2024-04-05 17:41:00,27463,7.72,20
977,0,14,2024-04-05 17:44:00,27464,11.78,48
1438,0,3,2024-04-05 19:28:00,27485,11.91,78
487,1,25,2024-04-05 19:31:00,27485,8.93,83
1080,3,1,2024-04-06 00:55:00,27550,7.39,59
1343,3,31,2024-04-06 07:41:00,27631,5.87,28
190,4,1,2024-04-06 13:12:00,27697,9.42,29
2584,4,32,2024-04-06 15:25:00,27724,4.37,71
594,3,14,2024-04-06 21:40:00,27799,10.03,43
1585,5,5,2024-04-07 01:12:00,27841,12.5,90
206,2,42,2024-04-07 01:21:00,27843,11.77,23
1262,2,0,2024-04-07 03:16:00,27866,8.93,59
2280,3,2,2024-04-07 04:35:00,27882,8.75,27
124,1,19,2024-04-07 05:03:00,27888,9.44,33
2148,3,38,2024-04-07 05:14:00,27890,11.17,25
517,5,39,2024-04-07 05:41:00,27895,13.75,62
1803,1,13,2024-04-07 06:30:00,27905,7.69,79
851,5,21,2024-04-08 03:27:00,28156,8.47,52
1598,1,46,2024-04-08 05:07:00,28176,1.29,18
696,4,16,2024-04-08 05:22:00,28179,5.16,48
749,5,46,2024-04-08 09:04:00,28224,1.44,65
2268,3,18,2024-04-08 17:25:00,28324,7.17,63
310,4,10,2024-04-08 19:51:00,28353,2.71,26
425,0,17,2024-04-08 23:54:00,28402,8.66,86
2509,2,41,2024-04-09 05:14:00,28466,4.52,90
17,1,19,2024-04-09 05:35:00,28470,10.95,86
383,4,8,2024-04-09 05:42:00,28471,7.66,74
453,1,26,2024-04-09 07:17:00,28490,3.64,82
1736,3,6,2024-04-09 08:13:00,28502,13.42,89
2522,2,31,2024-04-09 14:11:00,28573,10.65,59
1398,5,9,2024-04-09 15:49:00,28593,5.34,60
2037,5,8,2024-04-10 07:53:00,28786,8.57,30
1721,3,9,2024-04-10 09:35:00,28806,9.18,78
1799,1,25,2024-04-10 19:23:00,28924,7.68,44
765,0,18,2024-04-11 00:14:00,28982,6.54,27
205,4,36,2024-04-11 06:41:00,29059,8.16,50
1756,2,36,2024-04-11 08:17:00,29078,9.2,39
324,4,42,2024-04-11 22:14:00,29246,13.05,34
2293,5,43,2024-04-12 05:11:00,29329,12.43,54
949,4,48,2024-04-12 17:53:00,29482,8.27,80
1626,4,35,2024-04-12 21:20:00,29523,11.25,34
1518,3,45,2024-04-13 02:39:00,29587,10.58,28
235,4,0,2024-04-13 07:14:00,29642,14.72,32
1895,2,32,2024-04-13 08:24:00,29656,13.76,63
1852,0,13,2024-04-13 09:34:00,29670,5.03,50
1711,3,32,2024-04-13 10:29:00,29681,11.76,84
630,4,6,2024-04-13 11:32:00,29693,7.11,46
1470,5,43,2024-04-13 12:23:00,29704,11.59,78
1397,0,16,2024-04-13 14:53:00,29734,0.89,40
1498,1,45,2024-04-13 14:59:00,29735,7.04,32
1713,5,27,2024-04-13 17:50:00,29769,13.44,51
2501,1,2,2024-04-13 18:25:00,29776,5.95,77
789,3,37,2024-04-13 18:48:00,29781,2.82,90
381,5,37,2024-04-13 20:54:00,29806,11.49,41
2272,0,34,2024-04-14 03:51:00,29889,2.16,39
2568,3,4,2024-04-14 08:51:00,29949,12.34,34
322,3,48,2024-04-14 19:27:00,30076,9.33,90
756,0,22,2024-04-14 21:48:00,30105,8.9,80
304,5,30,2024-04-15 05:37:00,30198,8.88,19
1105,1,34,2024-04-15 08:58:00,30239,4.14,15
1722,1,49,2024-04-15 09:54:00,30250,3.65,17
1888,3,28,2024-04-16 02:14:00,30446,9.8,64
404,4,37,2024-04-16 04:26:00,30472,1.75,58
227,3,4,2024-04-16 06:53:00,30502,3.27,59
265,2,23,2024-04-16 09:45:00,30536,0.58,24
1185,3,46,2024-04-16 16:17:00,30614,10.39,33
1933,1,1,2024-04-16 21:09:00,30673,10.7,31
1007,1,0,2024-04-17 12:21:00,30855,4.61,16
2487,0,13,2024-04-17 13:32:00,30869,1.94,66
2454,4,28,2024-04-17 15:41:00,30895,4.1,90
1342,5,1,2024-04-17 15:57:00,30898,13.1,30
177,0,18,2024-04-17 20:31:00,30953,11.5,45
450,2,24,2024-04-18 03:15:00,31034,1.7,36
111,3,3,2024-04-18 04:22:00,31047,7.61,62
243,4,13,2024-04-18 05:18:00,31059,7.39,42
300,5,13,2024-04-18 07:15:00,31082,0.64,88
354,3,2,2024-04-18 07:55:00,31090,8.65,61
2415,3,39,2024-04-18 09:37:00,31110,10.38,50
921,5,13,2024-04-18 13:54:00,31162,12.73,48
2209,0,7,2024-04-18 17:00:00,31199,8.61,21
2344,3,2,2024-04-18 20:24:00,31240,7.47,23
631,5,15,2024-04-18 22:52:00,31269,11.36,63
2479,4,1,2024-04-18 22:54:00,31270,13.89,84
1724,3,45,2024-04-19 00:53:00,31294,1.25,26
1989,1,36,2024-04-19 02:37:00,31314,1.65,41
1159,1,38,2024-04-19 09:42:00,31399,1.55,65
1422,2,36,2024-04-19 21:38:00,31543,11.65,57
1388,0,21,2024-04-19 23:17:00,31562,5.84,88
2352,5,37,2024-04-19 23:35:00,31566,5.84,87
18,1,17,2024-04-20 03:26:00,31612,4.49,50
999,0,24,2024-04-20 05:38:00,31639,1.45,65
590,1,6,2024-04-20 10:25:00,31696,4.73,44
1581,5,16,2024-04-20 16:04:00,31764,13.13,78
1048,5,28,2024-04-20 23:17:00,31850,14.17,24
780,5,28,2024-04-21 03:55:00,31906,3.09,26
296,0,21,2024-04-21 04:32:00,31913,4.74,48
1879,1,2,2024-04-21 09:38:00,31975,14.65,33
1230,1,48,2024-04-21 14:20:00,32031,6.61,76
1317,2,48,2024-04-21 21:11:00,32113,10.34,60
562,2,6,2024-04-21 21:12:00,32113,4.13,78
1283,5,6,2024-04-22 09:56:00,32266,9.83,42
1652,2,26,2024-04-22 13:10:00,32305,12.11,21
120,4,27,2024-04-22 18:47:00,32372,3.69,68
402,1,16,2024-04-22 21:32:00,32405,2.74,49
1114,3,19,2024-04-23 07:37:00,32526,4.97,30
1587,5,35,2024-04-23 08:27:00,32536,4.05,56
1966,2,19,2024-04-23 10:12:00,32557,8.08,25
1936,1,22,2024-04-23 12:41:00,32587,10.19,59
240,4,39,2024-04-23 17:08:00,32641,13.81,23
673,0,45,2024-04-23 17:12:00,32641,2.24,80
1046,1,20,2024-04-23 18:02:00,32651,4.49,50
165,1,48,2024-04-23 18:27:00,32656,13.06,76
1043,1,6,2024-04-24 04:09:00,32773,0.62,60
2278,3,21,2024-04-24 05:50:00,32793,3.4,86
33,2,18,2024-04-24 06:34:00,32802,1.75,71
122,1,10,2024-04-24 15:09:00,32905,6.79,51
2599,0,49,2024-04-24 18:23:00,32944,13.56,56
1285,3,27,2024-04-24 21:29:00,32981,4.62,30
1468,0,37,2024-04-25 00:49:00,33021,4.43,17
1622,3,9,2024-04-25 01:48:00,33033,1.59,51
811,2,22,2024-04-25 10:29:00,33137,9.42,90
312,0,12,2024-04-25 11:52:00,33153,0.73,79
1161,0,13,2024-04-25 15:01:00,33191,14.35,59
848,5,31,2024-04-25 23:27:00,33292,9.32,81
1507,5,7,2024-04-25 23:32:00,33293,12.64,25
814,0,9,2024-04-26 03:04:00,33336,3.08,44
1828,1,30,2024-04-26 03:14:00,33338,6.13,62
1907,3,0,2024-04-26 04:04:00,33348,0.77,17
545,1,33,2024-04-26 04:10:00,33349,6.56,40
2300,5,1,2024-04-26 11:22:00,33435,4.81,65
316,3,45,2024-04-26 13:39:00,33463,1.05,70
768,5,1,2024-04-26 16:22:00,33495,14.31,28
2087,4,5,2024-04-26 16:31:00,33497,12.17,74
2409,1,15,2024-04-26 23:19:00,33579,7.34,22
2210,1,29,2024-04-27 00:44:00,33596,9.11,16
607,1,1,2024-04-27 11:08:00,33721,7.07,90
832,2,32,2024-04-27 13:41:00,33751,3.63,30
2176,0,1,2024-04-27 15:04:00,33768,3.09,16
1904,5,17,2024-04-27 23:51:00,33873,1.02,38
1463,3,43,2024-04-28 13:01:00,34031,14.88,69
1302,2,3,2024-04-28 15:52:00,34065,14.52,16
1110,3,7,2024-04-28 18:10:00,34093,4.84,22
930,1,12,2024-04-29 06:10:00,34237,8.78,62
1589,2,34,2024-04-29 06:52:00,34245,10.21,61
936,3,5,2024-04-29 09:12:00,34273,1.44,24
1568,0,17,2024-04-29 14:54:00,34342,10.7,81
2386,5,46,2024-04-30 00:41:00,34459,1.51,20
1630,1,46,2024-04-30 01:33:00,34470,6.3,87
1964,3,43,2024-04-30 12:07:00,34596,13.53,16
654,5,6,2024-04-30 15:40:00,34639,4.41,68
1238,5,13,2024-04-30 17:05:00,34656,11.38,64
336,5,15,2024-04-30 19:13:00,34682,8.39,41
162,0,35,2024-04-30 23:35:00,34734,2.09,85
2460,4,38,2024-05-01 01:58:00,34763,11.27,54
608,1,19,2024-05-01 05:10:00,34801,8.48,85
2467,3,28,2024-05-01 07:36:00,34830,8.0,70
610,4,27,2024-05-01 12:15:00,34886,0.97,55
586,4,42,2024-05-01 14:12:00,34909,13.11,61
70,0,45,2024-05-01 15:03:00,34920,12.14,23
284,1,49,2024-05-01 15:34:00,34926,3.75,36
954,1,19,2024-05-01 23:29:00,35021,7.65,81
773,2,13,2024-05-02 02:11:00,35053,3.52,45
2315,4,47,2024-05-02 08:46:00,35132,13.16,86
147,5,14,2024-05-02 15:46:00,35216,13.88,23
1113,0,25,2024-05-02 17:33:00,35238,8.91,89
1868,1,45,2024-05-02 22:54:00,35302,14.5,44
1747,0,21,2024-05-03 04:18:00,35367,12.16,84
1433,5,46,2024-05-03 05:16:00,35378,11.41,25
2311,0,9,2024-05-03 14:01:00,35483,4.21,68
1069,1,47,2024-05-03 16:33:00,35514,1.02,46
898,1,35,2024-05-03 16:33:00,35514,7.23,51
1818,4,6,2024-05-03 16:43:00,35516,11.21,50
1496,4,16,2024-05-04 03:47:00,35648,13.69,16
180,2,23,2024-05-04 09:40:00,35719,8.79,54
1271,5,12,2024-05-04 13:53:00,35770,3.58,44
1830,0,34,2024-05-04 16:19:00,35799,14.49,87
1402,1,19,2024-05-04 20:56:00,35854,7.61,42
959,0,21,2024-05-04 21:23:00,35860,0.61,23
1671,2,21,2024-05-05 06:12:00,35965,6.35,32
2030,3,24,2024-05-05 06:14:00,35966,8.25,28
2137,4,20,2024-05-05 11:21:00,36027,10.15,89
1356,2,19,2024-05-05 12:05:00,36036,2.61,81
2079,4,39,2024-05-05 15:16:00,36074,9.77,63
2338,3,2,2024-05-05 17:07:00,36096,9.28,63
223,0,24,2024-05-05 22:31:00,36161,2.02,25
335,2,12,2024-05-06 00:00:00,36179,4.83,64
1529,3,26,2024-05-06 00:19:00,36183,9.26,19
2172,2,14,2024-05-06 00:54:00,36190,12.19,90
1878,0,12,2024-05-06 01:28:00,36197,3.68,86
1988,2,40,2024-05-06 02:55:00,36214,13.21,90
1006,1,42,2024-05-06 11:42:00,36319,13.17,53
1838,2,34,2024-05-06 13:31:00,36341,3.18,60
1055,5,0,2024-05-06 15:42:00,36367,12.58,74
711,5,40,2024-05-06 16:15:00,36374,6.66,42
2399,5,11,2024-05-06 21:29:00,36437,14.97,23
172,3,23,2024-05-07 00:44:00,36476,6.14,58
852,3,10,2024-05-07 00:47:00,36476,7.9,20
901,0,37,2024-05-07 02:06:00,36492,10.11,69
994,0,0,2024-05-07 02:23:00,36496,13.49,29
1177,1,9,2024-05-07 04:35:00,36522,2.05,59
1883,1,29,2024-05-07 06:57:00,36550,13.91,66
1554,1,37,2024-05-07 09:14:00,36578,14.96,70
778,0,14,2024-05-07 11:55:00,36610,0.78,45
1256,0,8,2024-05-07 13:11:00,36625,7.06,55
1460,0,34,2024-05-07 14:30:00,36641,8.69,23
1370,5,1,2024-05-08 02:19:00,36783,8.16,88
2121,3,41,2024-05-08 05:36:00,36822,6.94,65
961,2,45,2024-05-08 09:04:00,36864,2.69,42
2519,2,36,2024-05-08 16:41:00,36955,2.1,70
913,2,10,2024-05-08 18:19:00,36975,11.59,34
1929,0,24,2024-05-08 18:52:00,36981,11.7,29
2426,5,44,2024-05-08 19:36:00,36990,10.44,25
1528,1,21,2024-05-09 00:51:00,37053,5.74,38
2181,0,15,2024-05-09 01:42:00,37063,7.1,57
1662,4,6,2024-05-09 05:39:00,37111,7.53,40
167,2,17,2024-05-09 09:55:00,37162,14.68,61
2476,2,36,2024-05-09 11:02:00,37175,2.6,40
233,3,21,2024-05-09 11:40:00,37183,14.92,33
2067,4,1,2024-05-09 20:31:00,37289,10.99,70
767,4,22,2024-05-09 22:55:00,37318,3.74,18
63,5,28,2024-05-09 22:55:00,37318,9.03,52
1745,0,49,2024-05-10 09:15:00,37442,6.27,66
1655,2,23,2024-05-10 09:43:00,37448,12.74,71
2489,4,45,2024-05-10 12:19:00,37479,12.16,24
1124,5,1,2024-05-10 17:52:00,37545,8.45,52
1469,1,26,2024-05-10 22:02:00,37595,3.85,16
459,2,25,2024-05-10 22:38:00,37603,3.01,41
1661,1,48,2024-05-11 00:01:00,37619,2.71,32
2192,4,19,2024-05-11 03:04:00,37656,4.91,85
1357,2,36,2024-05-11 06:03:00,37692,6.39,32
965,4,25,2024-05-11 07:16:00,37706,9.05,67
1658,3,33,2024-05-11 09:08:00,37729,10.82,20
2357,2,34,2024-05-11 15:22:00,37803,6.32,79
1142,2,33,2024-05-11 16:06:00,37812,1.83,64
1623,4,14,2024-05-11 16:15:00,37814,13.6,83
1915,0,34,2024-05-11 16:18:00,37815,6.13,35
1369,0,42,2024-05-11 17:02:00,37823,9.36,34
709,0,48,2024-05-11 17:03:00,37824,4.97,74
1031,0,28,2024-05-12 01:40:00,37927,2.77,33
239,3,26,2024-05-12 01:52:00,37929,10.35,17
1373,3,41,2024-05-12 05:31:00,37973,11.0,34
617,1,40,2024-05-12 06:37:00,37986,7.94,30
1553,3,47,2024-05-12 08:40:00,38011,13.33,31
2234,4,24,2024-05-12 09:14:00,38018,1.16,63
2013,3,17,2024-05-12 13:44:00,38072,5.51,37
1347,0,49,2024-05-12 14:47:00,38084,6.91,53
291,1,6,2024-05-12 21:53:00,38170,7.61,32
739,5,39,2024-05-13 05:09:00,38257,6.92,23
1107,3,36,2024-05-13 08:38:00,38299,8.8,53
1045,3,6,2024-05-13 13:09:00,38353,11.68,53
1443,0,32,2024-05-13 15:57:00,38386,9.33,35
97,0,44,2024-05-13 20:00:00,38435,0.82,85
763,4,45,2024-05-13 21:46:00,38456,1.01,27
2405,3,37,2024-05-13 21:54:00,38458,4.26,16
1902,3,36,2024-05-13 23:43:00,38480,0.71,65
795,4,8,2024-05-14 01:16:00,38498,7.75,87
2134,3,9,2024-05-14 01:19:00,38499,0.65,78
1753,3,29,2024-05-14 03:18:00,38523,11.98,61
2597,4,42,2024-05-15 03:10:00,38809,8.29,66
1485,0,37,2024-05-15 06:36:00,38850,4.07,24
1844,3,19,2024-05-15 08:11:00,38869,10.95,25
1089,2,9,2024-05-15 08:26:00,38872,10.06,39
2336,5,15,2024-05-15 10:31:00,38897,6.22,56
1251,0,26,2024-05-15 12:07:00,38916,5.65,30
752,4,42,2024-05-15 12:16:00,38918,0.63,20
581,3,18,2024-05-15 13:55:00,38938,7.84,44
1218,3,15,2024-05-15 14:18:00,38943,11.86,35
105,4,45,2024-05-15 14:45:00,38948,3.38,62
2232,0,8,2024-05-15 18:02:00,38987,13.11,67
338,0,28,2024-05-16 04:37:00,39114,5.27,29
1328,1,12,2024-05-16 07:17:00,39146,4.33,87
2257,5,22,2024-05-16 15:23:00,39244,9.22,63
2498,3,9,2024-05-16 15:24:00,39244,12.2,46
1272,5,32,2024-05-16 21:40:00,39319,12.45,65
697,4,26,2024-05-17 05:17:00,39410,1.72,46
483,5,43,2024-05-17 05:41:00,39415,8.53,28
877,5,1,2024-05-17 05:48:00,39417,2.29,67
1819,0,19,2024-05-17 08:35:00,39450,9.31,87
817,3,6,2024-05-17 14:20:00,39519,14.4,57
508,3,2,2024-05-17 14:29:00,39521,14.79,65
2394,3,25,2024-05-17 16:28:00,39545,5.4,32
1039,5,0,2024-05-17 16:51:00,39549,1.0,71
440,0,1,2024-05-17 17:29:00,39557,10.94,62
943,2,33,2024-05-17 17:54:00,39562,1.58,63
2562,2,15,2024-05-18 07:38:00,39727,10.28,27
1376,0,44,2024-05-18 10:24:00,39760,0.57,56
1022,0,36,2024-05-18 19:29:00,39869,6.77,33
2129,3,1,2024-05-18 23:52:00,39921,6.76,53
1965,0,34,2024-05-19 00:54:00,39934,12.07,61
997,5,45,2024-05-19 02:23:00,39952,10.79,29
279,3,16,2024-05-19 02:30:00,39953,10.55,71
643,3,13,2024-05-19 08:12:00,40021,2.48,17
491,3,31,2024-05-19 08:41:00,40027,6.43,86
1214,2,44,2024-05-19 11:29:00,40061,10.1,15
2074,0,35,2024-05-19 11:43:00,40064,12.36,61
659,5,38,2024-05-19 12:31:00,40073,1.68,60
1428,1,18,2024-05-19 16:55:00,40126,4.66,88
966,4,49,2024-05-19 21:21:00,40179,8.04,64
2554,1,10,2024-05-19 22:22:00,40191,14.18,42
262,1,27,2024-05-20 02:34:00,40242,3.47,71
2596,1,17,2024-05-20 05:46:00,40280,9.12,31
904,3,37,2024-05-20 05:59:00,40283,7.79,80
2538,2,34,2024-05-20 06:29:00,40289,3.13,86
1814,4,27,2024-05-20 10:11:00,40333,3.48,16
119,3,30,2024-05-20 11:28:00,40349,9.66,44
613,5,37,2024-05-20 12:04:00,40356,2.06,51
188,3,37,2024-05-20 15:20:00,40395,5.24,77
479,2,25,2024-05-20 17:09:00,40417,3.47,40
257,1,31,2024-05-20 18:20:00,40431,8.45,64
2164,3,1,2024-05-20 19:02:00,40439,8.9,60
1294,3,47,2024-05-21 08:10:00,40597,3.83,16
1961,4,43,2024-05-21 09:26:00,40612,14.67,79
2424,4,25,2024-05-21 10:51:00,40629,12.08,16
481,0,3,2024-05-21 10:57:00,40630,14.06,52
2026,2,44,2024-05-21 16:23:00,40696,4.35,33
99,1,34,2024-05-21 19:03:00,40728,7.37,61
2499,2,5,2024-05-21 22:43:00,40772,12.29,29
